Agent1	Agent2	wrTu1sq	wrTu1ac1	wrTu1ac2	wrTu1neg	wrTu1cp1	wrTu1cp2	wrTu1wr1	wrTu1wr2	wrTu2sq	wrTu2ac2	wrTu2ac1	wrTu2neg	wrTu2cp2	wrTu2cp1	wrTu2wr2	wrTu2wr1	predicted	groundtruth
RUS	ROU	0.102794	-1.060431	1.214792	0.028141	-1.581985	1.165611	-0.281817	-0.542594	0.639743	-0.715926	1.620162	-0.168195	-1.481461	1.59606	-0.575064	-0.957831	SQ	Cap2
RUS	EST	0.102794	-0.076577	0.280971	0.182689	-0.351455	0.206433	-0.029288	-0.166727	0.210045	0.026959	0.390581	0.121441	-0.713204	0.363871	-0.27535	-0.645431	Nego	Cap2
RUS	LVA	0.102794	-0.076577	0.280971	0.181774	-0.354013	0.206696	-0.031219	-0.169937	0.145852	-0.035097	0.325077	0.060465	-0.769775	0.297804	-0.334147	-0.701485	Nego	War1
RUS	LTU	0.102794	-0.141628	0.345002	0.263137	-0.309856	0.259502	0.093523	0.009409	0.080988	-0.162224	0.322474	-0.08494	-1.002775	0.306084	-0.521605	-0.941881	Nego	Cap2
TUR	RUS	0.045838	-1.335002	1.392888	-0.635743	-2.078665	1.381138	-1.019325	-1.391157	0.102794	-1.310057	1.438358	0.565774	-1.627543	1.407073	0.375745	0.217002	Nego	Nego
USA	DEU	-0.291932	-1.332021	0.887283	-0.258709	-1.848395	1.028468	-0.375711	-0.633898	-0.143793	-1.259769	1.045637	0.490219	-1.500689	1.267237	0.591359	0.470899	War1	War1
GBR	GRC	-0.127253	-0.914784	0.690724	0.425729	-1.079838	0.796974	0.449451	0.366924	0.166004	-0.705937	0.992848	-0.437368	-1.547842	1.012967	-0.838203	-1.259155	Acq2	Cap2
GBR	BGR	-0.127253	-1.372016	1.199832	-0.364345	-1.980208	1.249691	-0.618582	-0.922678	0.882447	-0.833239	1.844844	-0.251017	-1.615836	1.872509	-0.614651	-1.00595	SQ	Acq1
GBR	FIN	-0.127253	-1.17901	0.981048	0.689505	-1.31398	1.091125	0.732098	0.664613	-0.023832	-1.12189	1.085298	-0.767538	-1.961346	1.105728	-1.166837	-1.586565	Acq2	Cap2
DEU	PRT	-0.143793	-1.397418	1.205391	0.642538	-1.613666	1.318089	0.647112	0.538988	0.257975	-1.217769	1.535903	-0.722958	-2.038078	1.561741	-1.107274	-1.517428	Acq2	Cap2
DEU	PRT	-0.143793	-1.397418	1.205391	0.642538	-1.613666	1.318089	0.647112	0.538988	0.257975	-1.217769	1.535903	-0.722958	-2.038078	1.561741	-1.107274	-1.517428	Acq2	Cap2
DEU	BGR	-0.143793	-0.209867	-0.077493	-0.102785	-0.400935	0.038826	-0.082	-0.177535	0.882447	0.810895	0.951967	0.835163	-0.017076	0.976704	0.445915	0.031929	Acq2	Acq1
DEU	SWE	-0.143793	-1.259769	1.045637	0.839953	-1.348987	1.176602	0.926308	0.881699	-0.086704	-1.231029	1.103022	-0.935985	-2.10462	1.121199	-1.354604	-1.7914	Acq2	Cap2
HUN	USA	0.825707	-0.675598	1.760599	-0.283598	-1.514691	1.627738	-0.836007	-1.255554	-0.291932	-1.332021	0.887283	0.068885	-1.700784	0.366066	-0.636713	-0.821095	Nego	Acq1
BGR	HUN	0.882447	0.810895	0.951967	0.832647	-0.034917	0.815904	0.273678	-0.149228	0.825707	0.75353	0.896006	0.868145	0.557979	0.186123	0.060486	-0.03729	Nego	Cap2
BGR	RUS	0.882447	-0.20659	1.624746	0.253366	-0.955431	1.403112	-0.342689	-0.71711	0.301285	-0.682588	1.183776	-0.101672	-1.371333	0.909109	-0.720711	-1.065083	SQ	War1
ROU	HUN	0.605427	0.532045	0.677511	0.556131	-0.302378	0.577266	0.038674	-0.378537	0.825707	0.75353	0.896006	0.867249	0.551694	0.412777	0.283102	0.182183	Acq2	Acq1
ROU	RUS	0.605427	-0.446727	1.434015	0.190964	-1.107663	1.228737	-0.344782	-0.67525	0.301285	-0.682588	1.183776	-0.1035	-1.372312	0.995926	-0.636211	-0.981073	SQ	Acq1
RUS	BGR	0.301285	-0.682588	1.183776	-0.138931	-1.391296	1.096014	-0.581047	-0.935401	0.882447	-0.20659	1.624746	0.290886	-0.934943	1.542903	-0.155133	-0.51931	SQ	Acq1
DEU	SWE	-0.25659	-1.258798	0.855542	0.732894	-1.316806	1.097248	0.945595	0.916591	-0.170915	-1.213952	0.948394	-0.970122	-2.10119	0.977327	-1.384808	-1.828427	Acq2	War1
ITA	SWE	0.316573	-0.906836	1.376774	1.014686	-1.065395	1.110396	0.669029	0.589749	-0.170915	-1.192713	0.923769	-0.915425	-2.061699	0.882294	-1.391393	-1.825886	Nego	Cap2
USA	ITA	0.5769	-0.741705	1.570755	-0.191533	-1.503789	1.433501	-0.709829	-1.090871	0.28607	-0.934517	1.358609	-0.129152	-1.583308	1.155997	-0.656159	-0.980555	SQ	Acq1
GBR	ITA	0.463028	-0.934981	1.563034	-0.444737	-1.738727	1.472163	-0.937481	-1.339354	0.28607	-1.040353	1.437649	0.145792	-1.561683	1.216012	-0.33651	-0.597175	SQ	Acq1
CHE	DEU	-0.218794	-1.247175	0.906739	-0.9822	-2.124155	0.933655	-1.393774	-1.832264	-0.366331	-1.321984	0.740318	0.631884	-1.374563	0.947609	0.812884	0.786595	Acq1	Acq1
DEU	ESP	-0.366331	-1.3679	0.803618	0.57634	-1.472563	1.131608	0.851998	0.799666	-0.208512	-1.292588	0.979182	-0.676327	-2.021319	1.078556	-0.941319	-1.305684	Acq2	Acq1
DEU	ITA	-0.366331	-0.51963	-0.209779	-0.258585	-0.677145	0.09885	-0.028714	-0.107471	0.28607	0.103273	0.465378	0.162128	-0.734192	0.52492	-0.197063	-0.615795	Acq2	War1
RUS	SWE	0.902718	-0.517409	1.763363	0.884508	-0.902741	1.208492	0.13697	-0.055696	-0.222584	-1.241131	0.892907	-0.81601	-2.041921	0.713077	-1.396235	-1.79663	SQ	Cap2
DEU	PRT	-0.165769	-1.217976	0.961652	0.513923	-1.423391	1.093369	0.542933	0.440225	0.311253	-0.946261	1.399064	-0.546876	-1.775971	1.427293	-0.933502	-1.348357	Acq2	Cap2
DEU	HUN	-0.165769	-0.746209	0.435925	0.387654	-0.787043	0.594925	0.526237	0.50582	0.494676	-0.197324	1.103679	-0.161334	-1.169661	1.108265	-0.642917	-1.129086	Acq2	Cap2
DEU	HUN	-0.165769	-0.746209	0.435925	0.387654	-0.787043	0.594925	0.526237	0.50582	0.494676	-0.197324	1.103679	-0.161334	-1.169661	1.108265	-0.642917	-1.129086	Acq2	War1
DEU	BGR	-0.165769	-1.166228	0.902003	0.776338	-1.226988	1.0577	0.901654	0.871274	0.61015	-0.673893	1.568817	-0.596792	-1.639515	1.574516	-1.073904	-1.556715	Acq2	War1
BGR	TUR	0.61015	-0.718892	1.592526	-0.212794	-1.499936	1.45893	-0.736911	-1.127434	-0.216454	-1.224171	0.882998	0.278671	-1.510967	0.447837	-0.299888	-0.443286	Nego	War1
ROU	HUN	0.488055	-0.761065	1.485106	-0.546799	-1.665673	1.43855	-1.04566	-1.497964	0.494676	-0.756451	1.489846	0.886894	-1.024872	1.132795	0.395633	0.261423	Nego	War1
RUS	BGR	0.782675	-0.583807	1.69128	1.018313	-0.879606	1.140118	0.319253	0.171354	0.61015	-0.712728	1.589313	-0.54367	-1.639289	1.531835	-1.064429	-1.52771	Nego	Cap2
TUR	DEU	-0.216454	-0.567897	0.14502	-0.396562	-1.327567	0.197041	-0.724376	-1.104211	-0.165769	-0.523687	0.20004	0.057947	-0.720022	0.373997	0.133737	0.035569	Acq1	Cap2
RUS	TUR	-0.462504	-1.164469	0.340425	0.036943	-1.366133	0.709659	0.305345	0.204513	1	-0.047705	1.676217	0.160193	-0.927109	1.731993	-0.223733	-0.663435	Acq2	Nego
USA	xxx	-0.485338	-1.356041	0.560893	0.218558	-1.534626	0.959557	0.52793	0.438637	0.690209	-0.649832	1.636491	-0.318066	-1.504723	1.706918	-0.675084	-1.10253	Acq2	Cap1
GBR	xxx	0.333965	-0.630425	1.190896	0.38014	-1.075572	1.005594	-0.027735	-0.250309	0.690209	-0.344362	1.478372	0.000308	-1.155267	1.415221	-0.468296	-0.873749	Nego	Cap1
ALB	GBR	0.530833	-0.773077	1.539757	-0.690752	-1.737482	1.520862	-1.191849	-1.674052	0.333965	-0.9036	1.396207	1.179305	-0.997913	0.915438	0.65138	0.604223	Nego	Cap2
GRC	ALB	0.187023	-0.943582	1.232216	-0.508279	-1.743516	1.194798	-0.945663	-1.34563	0.530833	-0.713225	1.504821	0.79778	-1.031993	1.377415	0.51099	0.351606	Nego	War1
GRC	ALB	0.020092	-1.045794	1.077372	-0.589327	-1.8308	1.073052	-0.98615	-1.378653	0.471403	-0.755244	1.462122	0.815147	-1.04702	1.447892	0.655029	0.509141	Nego	War1
RUS	USA	0.14269	-1.559723	1.687195	-0.784985	-2.321116	1.653148	-1.199728	-1.580425	-0.816909	-1.79238	0.75212	0.675803	-1.822373	0.613709	0.522396	0.5074	Nego	War1
RUS	GBR	-0.045229	-0.974391	0.898809	0.13562	-1.381816	0.92561	-0.041292	-0.245004	0.118425	-0.866825	1.061981	-0.141494	-1.490773	1.078989	-0.436459	-0.748434	Nego	War1
RUS	FRA	-0.045229	-0.900998	0.823061	0.097393	-1.321905	0.849253	-0.086869	-0.297322	0.458996	-0.533217	1.297673	-0.041427	-1.26461	1.309821	-0.394975	-0.760672	Nego	War1
xxx	ALB	-0.179395	-1.14517	0.854276	0.665744	-1.239462	1.016755	0.781077	0.733931	0.013618	-1.031788	1.05341	-0.755905	-1.899482	1.077145	-1.166017	-1.599864	Acq2	War1
GRC	ALB	-0.202619	-1.158397	0.828997	0.551368	-1.298092	1.003311	0.655835	0.585988	0.013618	-1.031788	1.05341	-0.613168	-1.83103	1.094087	-0.972112	-1.371733	Acq2	War1
RUS	xxx	-0.253938	-1.278616	0.884927	0.650539	-1.386951	1.111355	0.8228	0.768632	-0.179395	-1.240609	0.965389	-0.805364	-2.043308	1.015491	-1.156611	-1.557961	Acq2	Cap1
ISL	RUS	0.885471	-0.799108	1.837321	-0.489301	-1.681598	1.733269	-1.034598	-1.475842	-0.253938	-1.407724	1.049876	0.120164	-1.786025	0.499379	-0.619482	-0.808633	Nego	Cap2
GRC	BGR	-0.230674	-1.2312	0.866838	-0.533856	-1.898821	0.943509	-0.790996	-1.124806	0.271981	-0.94331	1.347168	0.56753	-1.283692	1.499325	0.549495	0.379303	Nego	Acq1
RUS	GBR	-0.056182	-1.250893	1.170356	-0.194623	-1.814643	1.194865	-0.451988	-0.733863	0.44606	-0.97921	1.572068	-0.111083	-1.638939	1.591185	-0.42183	-0.751695	SQ	Cap2
HUN	xxx	0.227445	-0.970811	1.310286	0.356442	-1.388963	1.177947	0.015027	-0.194049	-0.311626	-1.273574	0.776149	-0.341896	-1.819035	0.672766	-0.718009	-0.99074	Nego	Cap1
ITA	ALB	0.676483	-0.786366	1.686494	0.925107	-1.094263	1.218298	0.302962	0.149014	-0.135741	-1.258179	1.056622	-0.871723	-2.091229	0.943683	-1.401187	-1.817712	Nego	Acq1
xxx	ALB	-0.311626	-1.218094	0.704909	0.592091	-1.276761	0.998253	0.856101	0.826767	-0.135741	-1.118645	0.89943	-0.817025	-1.969186	0.946005	-1.195721	-1.620991	Acq2	War1
BGR	GRC	0.06023	-1.495096	1.55818	-0.532601	-2.179863	1.539194	-0.893971	-1.236355	0.810865	-1.190336	1.900391	-0.672831	-2.022898	1.890306	-1.099197	-1.515478	SQ	War1
RUS	GBR	-0.17623	-1.344133	1.093341	-0.227542	-1.88604	1.174071	-0.417766	-0.688719	0.327207	-1.095039	1.522668	0.084591	-1.644404	1.602083	-0.110676	-0.385358	SQ	Cap2
RUS	SWE	-0.17623	-1.232785	0.961479	0.539984	-1.424875	1.103857	0.586317	0.490272	-0.322839	-1.307367	0.800109	-0.598698	-1.971103	0.859369	-0.871307	-1.203174	War1	Cap2
TUR	BGR	0.06295	-1.494182	1.560063	0.631559	-1.798187	1.51625	0.435743	0.283741	0.06023	-1.495096	1.55818	-0.751352	-2.251508	1.542847	-1.144892	-1.523097	Nego	War1
USA	xxx	-0.746026	-1.729096	0.72715	0.565759	-1.794802	1.424157	1.229913	1.19706	0.158229	-1.461477	1.622683	-0.472271	-2.140739	1.861961	-0.572623	-0.912255	War1	Cap1
xxx	ITA	-0.139925	-0.981232	0.740057	-0.679441	-1.805904	0.76459	-1.067244	-1.479579	0.622009	-0.424186	1.441109	0.924134	-0.701341	1.542253	0.886701	0.748124	Nego	Nego
USA	CHE	-0.683425	-1.504395	0.393289	0.257813	-1.575784	1.027924	0.856753	0.821058	-0.406007	-1.379943	0.747856	-0.679022	-2.050531	0.972984	-0.789188	-1.124483	War1	Nego
xxx	ITA	0.019312	-0.846023	0.879286	-0.586787	-1.695768	0.876384	-1.014561	-1.439433	0.624763	-0.385123	1.420994	0.921758	-0.661537	1.407021	0.769578	0.63137	Nego	War1
RUS	FIN	-0.10547	-0.681534	0.483693	0.208773	-0.917471	0.564279	0.17139	0.053422	0.083571	-0.528855	0.684677	-0.23833	-1.289451	0.709927	-0.593378	-0.973677	Nego	Acq1
ALB	ITA	0.179349	-1.508766	1.677204	-0.732229	-2.265029	1.63349	-1.154075	-1.532207	0.823292	-1.262859	1.920063	-0.793525	-2.115405	1.893617	-1.246244	-1.672517	SQ	Cap2
RUS	SWE	-0.303155	-1.299725	0.825369	0.401563	-1.499155	1.068066	0.544546	0.444831	-0.30938	-1.302832	0.818311	-0.47115	-1.91074	0.937175	-0.65624	-0.960194	War1	Cap2
xxx	ITA	-0.324234	-1.081078	0.510076	-0.514866	-1.725228	0.625454	-0.721563	-1.043638	0.80384	-0.238739	1.554974	0.66769	-0.733402	1.718821	0.584205	0.336873	SQ	Cap2
RUS	POL	-0.272111	-0.344959	-0.198732	-0.287364	-0.951084	-0.091555	-0.483249	-0.786311	-0.003043	-0.081854	0.075774	0.015317	-0.465399	0.243519	-0.008711	-0.200483	Nego	War1
RUS	HUN	-0.272111	-0.344959	-0.198732	-0.287342	-0.950935	-0.091514	-0.483112	-0.7861	0.147124	0.065829	0.228066	0.164944	-0.323241	0.394306	0.13665	-0.057885	Nego	War1
NOR	RUS	0.906125	-1.305639	1.949186	-1.068555	-2.232798	1.883183	-1.598137	-2.061717	-0.272111	-1.680774	1.404394	0.334593	-2.027531	0.812474	-0.430705	-0.604084	Nego	Cap2
NOR	RUS	0.906125	-1.305639	1.949186	-1.068555	-2.232798	1.883183	-1.598137	-2.061717	-0.272111	-1.680774	1.404394	0.334593	-2.027531	0.812474	-0.430705	-0.604084	Nego	Cap2
USA	xxx	-0.638712	-1.732363	0.942426	0.723887	-1.814066	1.528954	1.269563	1.228711	-0.004189	-1.565318	1.561149	-0.1195	-2.102873	1.856518	-0.092908	-0.361686	War1	Acq1
ALB	ITA	0.149741	-1.465507	1.618214	-0.63413	-2.195905	1.577843	-1.0397	-1.404899	0.82259	-1.185995	1.903691	-0.787233	-2.056933	1.884365	-1.242028	-1.677497	SQ	Cap2
NOR	RUS	0.859725	-1.325895	1.941557	-1.048847	-2.241105	1.86866	-1.579348	-2.036953	-0.299962	-1.687375	1.379452	0.371751	-2.015956	0.802216	-0.369775	-0.534066	Nego	Cap2
USA	xxx	-0.529203	-1.673015	1.010393	0.674605	-1.79815	1.473375	1.075019	1.012452	-0.032492	-1.526604	1.491689	-0.078096	-2.046695	1.745659	-0.084171	-0.344216	War1	Cap1
BEL	xxx	0.855719	-1.169123	1.911713	-0.824101	-2.057133	1.815881	-1.363938	-1.807943	-0.032492	-1.526604	1.491689	-0.286927	-2.115883	1.140227	-0.933029	-1.227668	SQ	Cap1
ALB	USA	0.144555	-1.467312	1.614944	-0.596083	-2.184652	1.574084	-0.995613	-1.354284	-0.529203	-1.673015	1.010393	0.758339	-1.766946	0.879416	0.580397	0.533432	Nego	Cap2
ALB	GBR	0.144555	-1.467312	1.614944	-0.631333	-2.196089	1.575737	-1.034929	-1.399317	0.615038	-1.283698	1.842051	-0.62009	-2.071394	1.811362	-1.044628	-1.438477	SQ	Cap2
RUS	USA	0.208425	-1.64749	1.796454	-1.148597	-2.502629	1.766262	-1.606359	-2.033929	-0.50699	-1.791003	1.292534	1.139253	-1.840713	1.09447	0.916334	0.891479	Nego	Cap2
RUS	USA	0.208425	-1.64749	1.796454	-1.148597	-2.502629	1.766262	-1.606359	-2.033929	-0.50699	-1.791003	1.292534	1.139253	-1.840713	1.09447	0.916334	0.891479	Nego	Cap2
RUS	USA	0.208425	-1.64749	1.796454	-1.148597	-2.502629	1.766262	-1.606359	-2.033929	-0.50699	-1.791003	1.292534	1.139253	-1.840713	1.09447	0.916334	0.891479	Nego	Cap2
RUS	GBR	-0.257548	-1.677296	1.417151	0.163213	-2.082518	1.570335	0.113786	-0.088825	0.615038	-1.422346	1.887533	-0.795532	-2.232969	1.936306	-1.15207	-1.557381	Nego	Cap2
RUS	FRA	-0.257548	-1.677296	1.417151	0.138135	-2.090622	1.568248	0.082569	-0.124095	0.806368	-1.348337	1.931827	-0.957057	-2.22905	1.962549	-1.366692	-1.807049	Nego	Cap2
ISL	GBR	0.895275	0.89425	0.8963	0.89425	-0.105527	0.8961	0.394162	-0.105727	0.615038	0.613979	0.616098	0.616097	0.613755	-0.278977	-0.279089	-0.279201	Acq2	War1
TUR	GRC	0.176452	0.175419	0.177485	0.17738	0.124217	0.010068	-0.015639	-0.04124	0.895863	0.894838	0.896888	0.894901	-0.074154	0.891417	0.404934	-0.079562	Nego	Acq1
USA	CHE	-0.595953	-1.462409	0.504285	0.280752	-1.576068	1.032503	0.752141	0.695311	-0.256102	-1.303964	0.913077	-0.449325	-1.918477	1.142809	-0.52685	-0.834107	War1	Cap1
RUS	DNK	-0.272236	-1.680804	1.404283	0.295075	-2.040343	1.57864	0.289663	0.109894	0.85853	-1.326407	1.94135	-1.037764	-2.238076	1.965397	-1.469552	-1.925386	Nego	Cap2
USA	AUT	-0.569553	-1.445045	0.529632	0.241119	-1.591151	1.015969	0.654404	0.581351	-0.253288	-1.295677	0.907458	-0.321897	-1.853679	1.159199	-0.349157	-0.628158	War1	Acq1
USA	RUS	-0.569553	-1.726774	1.051969	0.672224	-1.863435	1.543686	1.095611	1.027281	-0.201016	-1.635671	1.427061	0.41074	-1.967505	1.807616	0.625377	0.45946	War1	Cap1
AUT	HUN	-0.253288	-1.229823	0.825424	-0.42187	-1.836705	0.924996	-0.625739	-0.92918	0.151053	-1.000341	1.230009	0.431436	-1.358389	1.392608	0.415011	0.235987	Nego	Acq1
AUT	ITA	-0.253288	-1.295677	0.907458	-0.573412	-1.967842	0.990495	-0.826457	-1.162539	0.809486	-0.65726	1.741856	0.445631	-1.197553	1.858294	0.291923	0.021777	SQ	Acq1
RUS	BEL	-0.201016	-1.635671	1.427061	0.054047	-2.083968	1.537962	-0.0592	-0.283348	0.847896	-1.27824	1.930244	-0.942686	-2.173657	1.951267	-1.369372	-1.81708	Nego	Acq1
ISL	GBR	0.887879	0.886852	0.888905	0.886852	-0.112915	0.888698	0.386762	-0.113122	0.663678	0.662621	0.664735	0.664734	0.662387	-0.222936	-0.223054	-0.223171	Acq2	War1
USA	RUS	-0.558572	-1.724224	1.065084	0.656123	-1.870841	1.54176	1.059491	0.986182	-0.218075	-1.640161	1.412489	0.467425	-1.949749	1.798134	0.698276	0.543482	War1	Cap1
xxx	xxx	0.081212	-1.461751	1.549197	-0.420409	-2.115899	1.52111	-0.775571	-1.102645	0.710248	-1.201514	1.861546	-0.727342	-2.046711	1.848974	-1.162512	-1.585111	SQ	War1
RUS	USA	0.182012	-1.653626	1.785104	-1.066817	-2.482979	1.754044	-1.512553	-1.92723	-0.531117	-1.795176	1.266958	1.113274	-1.845364	1.094082	0.915303	0.890209	Nego	Acq1
DNK	GBR	0.85833	0.857297	0.859362	0.857377	-0.103937	0.826088	0.343486	-0.137131	0.639361	0.638302	0.640419	0.640337	0.599423	-0.18454	-0.204061	-0.223501	Nego	Cap2
DNK	GBR	0.85833	0.857297	0.859362	0.857377	-0.103937	0.826088	0.343486	-0.137131	0.639361	0.638302	0.640419	0.640337	0.599423	-0.18454	-0.204061	-0.223501	Nego	Cap2
USA	RUS	-0.565935	-1.725935	1.056304	0.657099	-1.869418	1.541037	1.070091	0.998349	-0.394475	-1.684967	1.246425	0.671114	-1.881226	1.70129	1.02785	0.929721	War1	War1
RUS	TUR	-0.058848	-1.176789	1.087973	-0.237414	-1.76201	1.112382	-0.505616	-0.798227	0.849411	-0.596053	1.750257	-0.243905	-1.445967	1.759089	-0.66003	-1.084987	SQ	Cap2
xxx	xxx	0.078574	-1.510046	1.589599	-0.359081	-2.138724	1.560423	-0.702597	-1.016936	0.790174	-1.232296	1.902424	-0.897311	-2.125433	1.894027	-1.352276	-1.798845	SQ	Cap2
RUS	USA	0.168394	-1.347417	1.541833	-0.820562	-2.165067	1.511126	-1.260094	-1.668919	-0.553781	-1.610976	0.847973	0.700385	-1.670997	0.689685	0.512088	0.482077	Nego	Cap2
RUS	USA	0.168394	-1.347417	1.541833	-0.820562	-2.165067	1.511126	-1.260094	-1.668919	-0.553781	-1.610976	0.847973	0.700385	-1.670997	0.689685	0.512088	0.482077	Nego	Acq1
RUS	xxx	-0.396008	-1.685344	1.244854	0.45087	-1.95631	1.533557	0.604089	0.468606	0.790174	-1.303961	1.91822	-0.940059	-2.191025	1.962943	-1.338867	-1.782399	Acq2	Cap2
RUS	FIN	-0.396008	-0.900173	0.149121	-0.169678	-1.203995	0.424813	-0.045897	-0.197808	-0.05926	-0.637285	0.526097	-0.151905	-1.220071	0.691317	-0.278078	-0.56947	War1	Cap2
TUR	GRC	0.157364	0.156334	0.158395	0.158341	0.13016	0.005149	-0.007992	-0.021079	0.876463	0.875433	0.877492	0.875466	-0.108997	0.875042	0.3808	-0.111415	Nego	War1
USA	RUS	-0.568075	-1.707273	1.012782	0.615837	-1.853206	1.497956	1.028044	0.955078	-0.428726	-1.671971	1.172225	0.645518	-1.857158	1.6351	1.0158	0.923206	War1	Cap1
POL	xxx	0.1042	-1.473891	1.582561	-0.416955	-2.128086	1.546528	-0.780085	-1.107182	0.80012	-1.186374	1.895451	-0.842128	-2.074672	1.883811	-1.297917	-1.742066	SQ	Cap2
POL	DNK	0.1042	-1.473891	1.582561	-0.367244	-2.111822	1.544833	-0.723937	-1.042902	0.886537	-1.141707	1.916619	-0.8849	-2.057737	1.907869	-1.351664	-1.80968	SQ	Cap2
RUS	USA	0.176823	-1.343898	1.547658	-0.829139	-2.165876	1.51618	-1.271606	-1.682596	-0.547515	-1.608954	0.855797	0.705345	-1.669995	0.689767	0.508795	0.478274	Nego	Cap2
RUS	USA	0.176823	-1.343898	1.547658	-0.829139	-2.165876	1.51618	-1.271606	-1.682596	-0.547515	-1.608954	0.855797	0.705345	-1.669995	0.689767	0.508795	0.478274	Nego	Cap2
RUS	xxx	-0.428726	-1.671971	1.172225	0.446039	-1.927293	1.491488	0.637641	0.50998	0.80012	-1.253712	1.910671	-0.887229	-2.137897	1.960324	-1.279669	-1.721761	Acq2	Acq1
RUS	SWE	-0.428726	-1.339046	0.646553	0.243385	-1.542091	0.988228	0.483538	0.382015	-0.217116	-1.230657	0.889665	-0.319985	-1.80116	1.073802	-0.4211	-0.706351	War1	Acq1
USA	RUS	-0.491823	-1.688158	1.102403	0.60391	-1.866793	1.506369	0.918559	0.829241	-0.466055	-1.681589	1.131385	0.65857	-1.849673	1.540541	0.983684	0.899642	War1	Acq1
CYP	TUR	-0.165976	-0.804819	0.498834	-0.593052	-1.642378	0.525796	-0.98487	-1.40365	0.222053	-0.502042	0.904905	0.665655	-0.672091	1.042657	0.718382	0.633357	Acq1	Nego
RUS	GBR	-0.466055	-1.681589	1.131385	0.466918	-1.917804	1.487351	0.704776	0.586668	0.788997	-1.258865	1.908031	-0.870163	-2.136126	1.965234	-1.25159	-1.690221	Acq2	Acq1
TUR	CYP	0.222053	-0.502042	0.904905	0.663469	-0.673645	0.720957	0.39372	0.307918	-0.165976	-0.804819	0.498834	-0.591117	-1.640894	0.462434	-1.045555	-1.463592	Nego	Acq1
GBR	PRT	0.833814	0.800309	0.866904	0.856604	0.645648	0.162048	0.074418	-0.002912	0.852322	0.818914	0.885302	0.827134	-0.057267	0.78206	0.285801	-0.152289	Nego	Acq1
RUS	USA	0.126474	-1.283097	1.442542	-0.750497	-2.087693	1.417828	-1.177509	-1.579807	-0.583703	-1.569696	0.715079	0.585624	-1.626356	0.595771	0.437986	0.409657	Nego	Cap2
