Agent1,Agent2,wrTu1sq,wrTu1ac1,wrTu1ac2,wrTu1neg,wrTu1cp1,wrTu1cp2,wrTu1wr1,wrTu1wr2,wrTu2sq,wrTu2ac2,wrTu2ac1,wrTu2neg,wrTu2cp2,wrTu2cp1,wrTu2wr2,wrTu2wr1,groundtruth
GBR,RUS,0.02663,-1.190834,1.229007,-0.269146,-1.809947,1.218864,-0.588845,-0.898402,0.424942,-0.968822,1.544067,-0.040142,-1.599256,1.534225,-0.365201,-0.680417,Nego
FRA,GBR,-0.101386,-1.207796,1.054703,-0.469134,-1.881315,1.087803,-0.772792,-1.109552,0.178014,-1.054651,1.313387,0.458464,-1.415677,1.378171,0.342734,0.162221,Nego
FRA,ITA,-0.101386,-1.22606,1.074785,-0.502393,-1.911538,1.106673,-0.813244,-1.155983,0.774944,-0.693925,1.728833,0.209868,-1.320882,1.766654,-0.065789,-0.379268,Nego
PER,ECU,-0.222523,-1.178504,0.817649,0.438002,-1.368693,0.99785,0.523109,0.428014,-0.049102,-1.079076,1.000989,-0.442044,-1.77282,1.069138,-0.720766,-1.067638,Nego
CHL,ARG,-0.154846,-1.138097,0.888619,-0.228878,-1.68948,0.958086,-0.435103,-0.710794,-0.155314,-1.138364,0.88812,0.311504,-1.422904,0.998906,0.280021,0.137751,Nego
ITA,CHN,0.49727,-0.875807,1.56362,-0.468613,-1.708885,1.480615,-0.968157,-1.384696,0.435427,-0.915163,1.521919,0.040474,-1.52304,1.326927,-0.458456,-0.762394,Nego
HTI,DOM,-0.165409,-1.142146,0.875052,0.502347,-1.32691,1.009899,0.544812,0.45243,0.014088,-1.036999,1.059301,-0.527022,-1.793724,1.099541,-0.865145,-1.243508,Nego
PER,CHL,-0.158415,-1.136337,0.880491,-0.438625,-1.790392,0.935294,-0.71085,-1.037877,-0.358791,-1.24806,0.655349,0.396073,-1.384277,0.792185,0.4648,0.396692,Nego
DEU,NOR,0.270874,-0.967157,1.364046,0.973698,-1.134602,1.138529,0.664459,0.580736,0.030823,-1.107762,1.154297,-0.836032,-1.987637,1.121758,-1.308508,-1.748446,Nego
SLV,HND,0.209233,-0.911713,1.236889,0.084599,-1.448011,1.139867,-0.280572,-0.548721,0.311095,-0.845107,1.32367,-0.259844,-1.575249,1.267207,-0.681379,-1.046449,Nego
BOL,PRY,0.082196,-0.991644,1.121086,0.526156,-1.273237,1.062037,0.32631,0.185514,0.339953,-0.825798,1.347276,-0.53324,-1.69117,1.33621,-0.976991,-1.409677,Nego
RUS,TUR,-0.020966,-1.047121,1.013613,0.923715,-1.090745,1.033664,0.921954,0.900142,-0.089455,-1.087865,0.943844,-0.978606,-2.034088,0.944972,-1.45059,-1.923702,Nego
xxx,HUN,0.491604,-0.746328,1.480092,0.290134,-1.280799,1.251236,-0.205958,-0.473193,0.293218,-0.880337,1.326715,-0.213672,-1.578276,1.17822,-0.711136,-1.060106,Nego
PRY,BOL,0.283662,-0.86328,1.300828,-0.50324,-1.696911,1.253636,-0.967248,-1.384064,0.098372,-0.981648,1.1363,0.466527,-1.297885,0.942343,0.114451,-0.043668,Nego
PRY,BOL,0.276026,-0.866398,1.292911,-0.495527,-1.694643,1.245503,-0.957058,-1.371181,0.104007,-0.976396,1.13996,0.455426,-1.299845,0.953214,0.106955,-0.054769,Nego
GBR,TUR,-0.286193,-1.475661,1.089499,1.037273,-1.496021,1.369865,1.307459,1.297279,0.206443,-1.270122,1.520903,-1.198827,-2.244578,1.528214,-1.678744,-2.165972,Nego
GRC,TUR,-0.778057,-1.51298,0.201449,0.137602,-1.550221,0.95053,0.868063,0.849442,0.206443,-1.006071,1.310929,-0.771657,-1.9049,1.389646,-1.142355,-1.591769,Nego
BGR,ROU,0.332023,-0.888101,1.382568,-0.82327,-1.85955,1.373089,-1.318474,-1.804198,0.816796,-0.541456,1.703503,1.444595,-0.656785,1.409772,1.093199,1.035534,Nego
PER,COL,-0.083376,-1.088087,0.954207,-0.150842,-1.629169,0.99247,-0.383121,-0.653662,-0.106526,-1.101653,0.930168,0.208413,-1.456878,0.983927,0.084559,-0.093053,Nego
IRN,IRQ,-0.185293,-1.288264,1.012102,-0.640299,-2.006585,1.064295,-0.947266,-1.306427,0.176908,-1.100698,1.350385,0.673545,-1.376837,1.484511,0.669601,0.531531,Nego
DEU,BEL,0.605581,0.446258,0.7589,0.587214,-0.102889,0.485873,0.039613,-0.234961,0.406398,0.248491,0.56053,0.398319,-0.271352,0.269757,-0.152376,-0.412298,Nego
DEU,FRA,0.605581,0.260954,0.923202,0.653553,-0.146219,0.564197,0.090962,-0.112625,0.434445,0.094322,0.756228,0.280428,-0.624511,0.585959,-0.249258,-0.608674,Nego
ECU,PER,-0.74369,-0.849308,-0.634547,-0.761649,-1.44114,-0.330996,-0.754014,-1.04993,-0.783467,-0.88645,-0.676886,-0.737602,-1.176176,-0.148663,-0.354242,-0.499105,Nego
TUR,FRA,0.08248,-0.186723,0.34953,-0.120387,-1.06302,0.339327,-0.568739,-1.006887,0.428801,0.1433,0.701465,0.614295,-0.012872,0.631865,0.46661,0.388525,Nego
ROU,HUN,0.492882,-0.795964,1.511837,-0.099101,-1.494004,1.363007,-0.596951,-0.945971,0.27651,-0.937021,1.348202,-0.07902,-1.561565,1.163146,-0.576348,-0.88862,Nego
RUS,AFG,0.358388,-0.478949,1.108456,0.923222,-0.595639,0.791889,0.548309,0.489964,-0.340257,-0.999136,0.379343,-0.837123,-1.881606,0.337221,-1.320479,-1.761713,Nego
DEU,BGR,0.042412,-1.066613,1.13186,0.359935,-1.417731,1.104339,0.156856,-0.018704,0.489018,-0.785091,1.500934,-0.346983,-1.593445,1.492805,-0.759288,-1.163465,Nego
TUR,RUS,0.045838,-1.335002,1.392888,-0.635743,-2.078665,1.381138,-1.019325,-1.391157,0.102794,-1.310057,1.438358,0.565774,-1.627543,1.407073,0.375745,0.217002,Nego
RUS,TUR,-0.462504,-1.164469,0.340425,0.036943,-1.366133,0.709659,0.305345,0.204513,1,-0.047705,1.676217,0.160193,-0.927109,1.731993,-0.223733,-0.663435,Nego
GBR,ARG,0.519224,-1.727032,1.948381,-1.103151,-2.557287,1.860246,-1.606414,-2.021542,-0.828427,-1.902601,1.12267,0.932644,-1.965413,0.636059,0.414628,0.383221,Nego
SYR,JOR,-0.038482,-1.249322,1.194602,-1.098122,-2.187454,1.196983,-1.564807,-2.033873,0.465916,-0.976637,1.590289,1.331557,-1.077431,1.624893,1.315763,1.265366,Nego
CHN,IND,0.43124,-0.796938,1.441376,0.604741,-1.170718,1.171325,0.1478,-0.03909,-0.02558,-1.083951,1.043787,-0.618569,-1.86523,0.949466,-1.10353,-1.494169,Nego
GBR,IRN,0.196051,-0.809378,1.131033,0.985537,-0.88436,0.949682,0.766696,0.729205,-0.065015,-0.983015,0.873984,-0.867777,-1.920959,0.861818,-1.348915,-1.817888,Nego
ECU,PER,-0.448738,-0.449605,-0.447871,-0.449076,-1.144707,-0.311052,-0.659808,-1.007359,-0.670767,-0.671545,-0.669989,-0.670462,-0.975891,-0.357822,-0.510469,-0.662642,Nego
xxx,ITA,-0.139925,-0.981232,0.740057,-0.679432,-1.805898,0.764591,-1.067232,-1.479565,0.622009,-0.424186,1.441109,0.924121,-0.701348,1.542252,0.886684,0.748103,Nego
USA,CHE,-0.683425,-1.504395,0.393289,0.257807,-1.575788,1.027922,0.856743,0.821046,-0.406007,-1.379943,0.747856,-0.678998,-2.05052,0.972992,-0.789152,-1.124441,Nego
PER,ECU,-0.683006,-0.683779,-0.682233,-0.682764,-1.026779,-0.233498,-0.405528,-0.577027,-0.454242,-0.455107,-0.453377,-0.454512,-1.111509,-0.218698,-0.548034,-0.876236,Nego
IND,CHN,-0.001147,-1.037729,1.035902,-0.305186,-1.684463,1.036307,-0.628148,-0.951515,0.593715,-0.640432,1.532945,0.103421,-1.298175,1.533337,-0.225058,-0.553929,Nego
CHN,IND,0.595646,-0.638991,1.534261,0.133071,-1.283734,1.322654,-0.400908,-0.723279,-0.032555,-1.056584,1.004558,-0.32393,-1.701123,0.79283,-0.857928,-1.180198,Nego
IND,CHN,-0.022082,-1.049009,1.013735,-0.356614,-1.713342,1.021147,-0.681368,-1.013535,0.661517,-0.587314,1.577117,0.148438,-1.247386,1.584623,-0.174091,-0.504126,Nego
SOM,ETH,0.043415,-1.006881,1.075838,-0.654845,-1.837854,1.0685,-1.07767,-1.493156,0.021333,-1.020379,1.054341,0.659606,-1.210639,1.019186,0.529321,0.434191,Nego
KHM,THA,0.301803,-0.99262,1.421439,-0.264575,-1.691035,1.33042,-0.704802,-1.05401,0.416668,-0.922474,1.506025,0.120924,-1.492827,1.376356,-0.293922,-0.579098,Nego
FRA,BRA,0.643089,-1.291971,1.858373,-0.645488,-2.08676,1.726404,-1.174851,-1.572246,-0.780445,-1.746266,0.69994,0.402047,-1.868044,0.135164,-0.223617,-0.284506,Nego
RUS,CHN,-0.198526,-0.818248,0.450654,-0.13665,-1.281092,0.557294,-0.261433,-0.492855,0.217266,-0.492928,0.888606,0.14254,-1.032956,0.979923,-0.036157,-0.306171,Nego
IND,CHN,-0.208675,-1.201162,0.868949,-0.328193,-1.779461,0.956948,-0.529343,-0.818492,0.217266,-0.953964,1.282887,0.340952,-1.375063,1.40369,0.251204,0.040655,Nego
IRQ,KWT,-0.623114,-0.623912,-0.622316,-0.6229,-0.989835,-0.227213,-0.410759,-0.59372,-0.296035,-0.296954,-0.295115,-0.29628,-0.930539,-0.066797,-0.384754,-0.701546,Nego
VEN,GUY,-0.686667,-1.573667,0.514157,0.415957,-1.620702,1.168527,1.046809,1.023292,-0.542707,-1.518367,0.704434,-0.847603,-2.216602,0.911647,-0.989508,-1.338626,Nego
GBR,ESP,0.687208,-0.486481,1.552264,0.605026,-0.951099,1.184346,0.004798,-0.227511,-0.039262,-1.000593,0.93591,-0.510069,-1.747289,0.761838,-1.057489,-1.430837,Nego
ZWE,ZMB,-0.002066,-1.024517,1.021203,0.06263,-1.493092,1.0223,-0.17056,-0.404848,-0.734436,-1.430357,0.154697,-0.09694,-1.589113,0.156434,-0.17458,-0.253958,Nego
GBR,GTM,0.723605,-1.346871,1.906237,-0.617557,-2.122681,1.744013,-1.167687,-1.555592,-0.073261,-1.610085,1.53841,-0.242412,-2.175695,1.224084,-0.839543,-1.122348,Nego
URY,ARG,-0.238638,-0.239575,-0.237701,-0.239347,-1.117583,-0.208589,-0.649238,-1.088242,-0.777135,-0.777865,-0.776404,-0.776582,-0.899602,-0.566817,-0.627863,-0.688731,Nego
SOM,ETH,-0.730981,-1.434859,0.169858,-0.228401,-1.683039,0.719424,0.197076,0.072986,-0.758029,-1.448397,0.132528,-0.247262,-1.68863,0.687904,0.187997,0.067881,Nego
RUS,ISR,0.114402,-1.000033,1.176893,0.355911,-1.377162,1.105636,0.096089,-0.092475,-0.238696,-1.203621,0.819225,-0.33779,-1.775595,0.770259,-0.672744,-0.958731,Nego
GTM,GBR,0.303727,-1.400961,1.70141,-0.711159,-2.178614,1.633877,-1.167518,-1.556345,0.598113,-1.280545,1.83225,-0.352007,-1.982248,1.741649,-0.79346,-1.144311,Nego
VNM,CHN,-0.045465,-1.078862,1.006663,-0.846439,-1.967416,1.011729,-1.285649,-1.729926,0.125068,-0.976021,1.170965,0.906984,-1.098975,1.210839,0.885382,0.823905,Nego
RUS,JPN,0.190258,-0.986518,1.272864,-0.108889,-1.59808,1.19896,-0.488573,-0.794355,-0.217838,-1.218846,0.8742,0.098211,-1.589592,0.75448,-0.206882,-0.392255,Nego
TUR,GRC,0.191496,0.19046,0.192531,0.192416,0.134656,0.011722,-0.016296,-0.044198,0.735319,0.734269,0.73637,0.734354,-0.225293,0.728626,0.246829,-0.232951,Nego
IRQ,SYR,-0.29731,-0.319777,-0.274787,-0.287539,-0.603225,-0.061749,-0.216225,-0.357949,-0.404814,-0.426385,-0.383173,-0.413423,-1.126433,-0.293994,-0.674269,-1.024293,Nego
GTM,GBR,0.386885,-1.422743,1.772398,-0.827312,-2.236388,1.7003,-1.306233,-1.713055,0.586877,-1.345868,1.850126,-0.407521,-2.052267,1.736536,-0.874311,-1.22751,Nego
PER,CHL,-0.290235,-0.291157,-0.289314,-0.290176,-0.758824,-0.134812,-0.369508,-0.603342,-0.594268,-0.595078,-0.593457,-0.594319,-1.126903,-0.457576,-0.724351,-0.990264,Nego
CHL,PER,-0.594268,-0.595078,-0.593457,-0.594319,-1.126903,-0.315236,-0.582011,-0.847924,-0.290235,-0.291157,-0.289314,-0.290176,-0.758824,0.027034,-0.207662,-0.441496,Nego
CHL,ARG,-0.594268,-0.595078,-0.593457,-0.594541,-1.263877,-0.396635,-0.732119,-1.066518,-0.732365,-0.733116,-0.731614,-0.73211,-1.063624,-0.333757,-0.499507,-0.664761,Nego
ETH,SDN,-0.74386,-1.459691,0.183383,0.153878,-1.477648,0.913885,0.875401,0.866423,-0.757501,-1.466302,0.164419,-1.069228,-2.222806,0.345546,-1.266352,-1.644604,Nego
LBY,TUN,-0.027224,-0.028218,-0.02623,-0.026842,-0.335972,-0.007385,-0.161873,-0.315751,-0.113899,-0.114871,-0.112926,-0.114272,-0.807051,-0.104546,-0.451982,-0.798072,Nego
LBY,SDN,-0.112017,-0.11299,-0.111044,-0.111899,-0.55256,-0.048266,-0.268907,-0.488692,-0.372408,-0.373302,-0.371514,-0.372516,-0.933464,-0.322245,-0.603327,-0.883408,Nego
LBY,EGY,-0.112017,-0.11299,-0.111044,-0.112494,-0.858108,-0.082493,-0.456502,-0.829061,-0.540926,-0.541757,-0.540094,-0.540517,-0.796355,-0.456596,-0.584318,-0.711617,Nego
RUS,IRN,0.345229,-0.868189,1.384805,0.441796,-1.286747,1.184074,0.031786,-0.177493,0.096721,-1.023476,1.172252,-0.456551,-1.765282,1.083116,-0.91659,-1.287493,Nego
EGY,LBY,-0.47765,-1.325708,0.531947,-0.00614,-1.615368,0.871241,0.188325,0.043495,0.012429,-1.054869,1.074371,-0.111309,-1.611725,1.286039,-0.178069,-0.456497,Nego
SYR,JOR,-0.303286,-0.32719,-0.279319,-0.292481,-0.602143,-0.059422,-0.210061,-0.347538,0.064199,0.03774,0.090642,0.052555,-0.682206,0.175578,-0.222481,-0.582454,Nego
AFG,IRN,0.210731,-0.89533,1.225375,-0.330282,-1.628886,1.169227,-0.753208,-1.119986,-0.173918,-1.130922,0.84744,0.304019,-1.405605,0.694593,0.01383,-0.123511,Nego
CUB,USA,0.111201,-1.379979,1.508822,-1.053464,-2.266951,1.496253,-1.509519,-1.953006,-0.520675,-1.606168,0.899625,0.771354,-1.657357,0.794116,0.640251,0.614656,Nego
NIC,HND,0.773069,0.772023,0.774114,0.773188,0.328975,0.343552,0.121101,-0.100422,0.860692,0.859659,0.861724,0.860572,0.301894,0.519846,0.239812,-0.039071,Nego
VEN,GUY,-0.073059,-1.294701,1.192459,0.82847,-1.441048,1.254826,0.817663,0.74449,-0.259212,-1.379385,1.004416,-0.830934,-2.149311,1.021225,-1.199088,-1.584052,Nego
RUS,SWE,-0.015946,-1.112729,1.088203,0.483219,-1.387606,1.099766,0.357344,0.219906,-0.179123,-1.202681,0.921444,-0.476281,-1.860705,0.926897,-0.79984,-1.128852,Nego
TUR,GRC,0.067048,0.066034,0.068062,0.068062,0.065937,0.001021,0.000972,0.000923,0.714741,0.713689,0.715794,0.713689,-0.286236,0.715789,0.213722,-0.28624,Nego
RUS,ITA,-0.03609,-1.571838,1.535394,0.082716,-2.039354,1.554612,-0.131824,-0.365581,0.54492,-1.376204,1.840817,-0.877207,-2.221092,1.846415,-1.294053,-1.716498,Nego
ARG,CHL,-0.639143,-0.639935,-0.638352,-0.638886,-0.977722,-0.215103,-0.384531,-0.553425,-0.219592,-0.220535,-0.218649,-0.219897,-0.882303,-0.00247,-0.334602,-0.665486,Nego
ETH,SDN,-0.734721,-1.458773,0.202055,0.175606,-1.474698,0.925075,0.890663,0.8827,-0.813121,-1.496352,0.091948,-1.168979,-2.290236,0.243385,-1.414484,-1.811426,Nego
USA,IRN,0.483057,-0.806449,1.507276,-0.08081,-1.492825,1.355778,-0.575496,-0.918684,-0.085805,-1.152865,1.019815,0.005582,-1.619677,0.762255,-0.485384,-0.71879,Nego
RUS,JPN,0.335826,-0.885394,1.385388,-0.128353,-1.552011,1.273429,-0.57362,-0.906928,-0.163385,-1.181568,0.923663,0.06384,-1.58999,0.724996,-0.339038,-0.543249,Nego
LBY,TUN,0.057699,0.056687,0.058711,0.05802,-0.284593,0.020704,-0.150627,-0.321267,-0.022774,-0.023769,-0.02178,-0.02309,-0.682506,-0.04147,-0.372149,-0.701518,Nego
LBY,EGY,0.057699,-1.027861,1.117942,-0.031119,-1.563353,1.09114,-0.325667,-0.593414,-0.499158,-1.336806,0.505151,-0.067029,-1.647444,0.465375,-0.262124,-0.417442,Nego
IRN,FRA,-0.083829,-1.151773,1.021819,-0.317272,-1.767846,1.054003,-0.593125,-0.901161,0.903934,-0.492155,1.755775,0.185672,-1.190621,1.781052,-0.138285,-0.487518,Nego
MAR,MRT,-0.518145,-0.681557,-0.349271,-0.499096,-1.132448,-0.064753,-0.440023,-0.665468,-0.22387,-0.40851,-0.036413,-0.182056,-0.799922,0.278924,-0.062425,-0.258131,Nego
TUR,GRC,0.191952,0.190917,0.192988,0.192988,0.190797,0.001059,0.000998,0.000939,0.864561,0.86353,0.865593,0.86353,-0.136384,0.865576,0.363556,-0.136401,Nego
PER,ECU,0.079965,0.078949,0.080982,0.080348,-0.232841,0.025949,-0.13058,-0.286475,0.351032,0.349978,0.352086,0.350635,-0.338426,0.327169,-0.018484,-0.362686,Nego
xxx,AUT,-0.005426,-1.028305,1.019606,0.174524,-1.440961,1.022793,-0.028617,-0.234945,-0.002803,-1.026708,1.022215,-0.172126,-1.609619,1.024478,-0.461318,-0.752774,Nego
xxx,HUN,-0.005426,-1.161211,1.15315,-1.030143,-2.104579,1.153458,-1.50152,-1.973204,0.374136,-0.943026,1.471667,1.235756,-1.040724,1.476563,1.191803,1.142954,Nego
RUS,TUR,0.96762,-1.032357,1.923335,-0.074744,-1.708368,1.609837,-0.726248,-1.064253,-0.660493,-1.679992,0.783882,-0.311532,-2.124583,0.246456,-1.071253,-1.293548,Cap1
DEU,FRA,0.185979,-1.175486,1.423024,-0.578911,-1.945902,1.380327,-1.006817,-1.392025,0.214708,-1.160722,1.445143,0.329515,-1.588844,1.338786,0.009097,-0.204964,Cap1
USA,MEX,0.055852,-1.058516,1.144313,0.678654,-1.269908,1.100268,0.528913,0.423217,-0.104553,-1.150053,0.986299,-0.654718,-1.918193,0.973349,-1.051738,-1.435807,Cap1
USA,GBR,0.055852,-1.184572,1.26378,-1.061852,-2.134448,1.260981,-1.53959,-2.014529,0.653095,-0.83586,1.688768,1.222938,-1.020374,1.643222,1.085135,0.992878,Cap1
BRA,PRY,-0.106094,-1.124101,0.955383,0.802933,-1.197412,1.0537,0.864594,0.827938,0.054215,-1.030244,1.114905,-0.854091,-1.948127,1.123617,-1.30432,-1.763262,Cap1
FRA,EGY,-0.385147,-1.30017,0.67537,0.540686,-1.368346,1.034259,0.865488,0.8314,-0.170036,-1.186161,0.917684,-0.84471,-2.023862,0.980193,-1.201052,-1.619903,Cap1
CHL,ARG,-0.078057,-1.096024,0.971489,-0.180372,-1.653148,1.006058,-0.424364,-0.702926,-0.161522,-1.144087,0.883962,0.247522,-1.457906,0.937524,0.144175,-0.012735,Cap1
USA,NIC,-0.342633,-1.27869,0.726021,0.713236,-1.285068,1.066468,1.050494,1.047305,-0.067359,-1.129847,1.024862,-1.094023,-2.113221,1.030559,-1.580014,-2.071702,Cap1
DEU,SWE,0.270874,-0.967157,1.364046,0.907114,-1.163164,1.146265,0.59133,0.493326,-0.092998,-1.175996,1.033308,-0.824324,-2.016818,0.99019,-1.287852,-1.708263,Cap1
NOR,GBR,0.030823,-1.103248,1.14991,-0.731018,-1.938044,1.144818,-1.153508,-1.570907,0.053216,-1.090562,1.170893,0.76319,-1.270845,1.145626,0.647782,0.55764,Cap1
USA,DEU,0.391944,-0.911424,1.470965,-0.527157,-1.750129,1.407747,-1.009728,-1.429081,0.195919,-1.030531,1.31706,0.355635,-1.440068,1.085631,-0.080561,-0.28533,Cap1
GTM,HND,-0.146202,-0.197539,-0.094725,-0.127082,-0.512256,0.005465,-0.184251,-0.34161,0.092041,0.037655,0.146328,0.072012,-0.646194,0.19255,-0.223691,-0.565615,Cap1
DEU,FRA,0.168176,-0.948543,1.20956,-0.020056,-1.51831,1.137205,-0.377294,-0.662178,0.242302,-0.901362,1.274523,-0.124837,-1.544484,1.214505,-0.506417,-0.827978,Cap1
PRY,BOL,0.161785,-0.940149,1.19305,-0.393406,-1.683847,1.151585,-0.806721,-1.17857,0.079445,-0.991603,1.116863,0.335694,-1.362095,1.015019,0.048603,-0.136643,Cap1
FRA,TUR,0.147397,-0.745223,0.997865,0.805861,-0.855374,0.866704,0.619624,0.564548,0.265783,-0.657981,1.110077,-0.547335,-1.595401,1.100853,-1.02527,-1.49398,Cap1
DEU,URY,0.172026,-1.080068,1.326813,0.375412,-1.475352,1.222786,0.073743,-0.123899,-0.484688,-1.412304,0.646421,-0.277466,-1.86107,0.551595,-0.596675,-0.821059,Cap1
DEU,TUR,-0.051402,-1.42467,1.361515,0.347629,-1.788568,1.394212,0.198377,0.016428,0.337433,-1.261322,1.641616,-0.580495,-2.026792,1.653672,-0.951175,-1.33391,Cap1
USA,xxx,-0.485338,-1.356041,0.560893,0.218558,-1.534626,0.959557,0.52793,0.438637,0.690209,-0.649832,1.636491,-0.318066,-1.504723,1.706918,-0.675084,-1.10253,Cap1
GBR,xxx,0.333965,-0.630425,1.190896,0.38014,-1.075572,1.005594,-0.027735,-0.250309,0.690209,-0.344362,1.478372,0.000308,-1.155267,1.415221,-0.468296,-0.873749,Cap1
GBR,CHL,0.519224,-1.727032,1.948381,-1.070028,-2.548275,1.855566,-1.573465,-1.984087,-0.82511,-1.902275,1.127164,0.920177,-1.9706,0.643416,0.402266,0.368103,Cap1
RUS,xxx,-0.253938,-1.278616,0.884927,0.650539,-1.386951,1.111355,0.8228,0.768632,-0.179395,-1.240609,0.965389,-0.805364,-2.043308,1.015491,-1.156611,-1.557961,Cap1
HUN,xxx,0.227445,-0.970811,1.310286,0.356455,-1.388957,1.177946,0.015042,-0.194031,-0.311626,-1.273574,0.776149,-0.341907,-1.819041,0.672768,-0.718022,-0.990756,Cap1
IND,PAK,0.003642,-1.043272,1.049044,0.59782,-1.25893,1.046188,0.487134,0.379305,-0.18175,-1.151452,0.857433,-0.562272,-1.858164,0.856364,-0.916696,-1.270053,Cap1
USA,xxx,-0.746026,-1.729096,0.72715,0.565753,-1.794805,1.424155,1.229904,1.197049,0.158229,-1.461477,1.622683,-0.472245,-2.140731,1.861968,-0.572587,-0.912214,Cap1
PER,ECU,-0.6794,-0.680175,-0.678626,-0.679097,-0.984288,-0.20584,-0.358368,-0.510424,-0.424053,-0.424929,-0.423177,-0.424395,-1.120271,-0.216193,-0.565082,-0.912753,Cap1
THA,MMR,0.535003,-0.796313,1.55742,1.173105,-0.959592,1.109772,0.643818,0.562178,0.044427,-1.099509,1.166489,-0.891001,-2.007493,1.11726,-1.394222,-1.848214,Cap1
THA,MMR,0.436444,-0.855402,1.485355,1.136336,-1.004507,1.113987,0.690415,0.615863,0.030243,-1.10213,1.147955,-0.887061,-2.006547,1.106239,-1.380986,-1.833195,Cap1
USA,CHN,-0.618949,-1.462947,0.457713,0.029927,-1.685676,0.938805,0.399654,0.288289,0.61867,-0.785271,1.634423,-0.170238,-1.531093,1.791746,-0.385826,-0.758737,Cap1
USA,xxx,-0.529203,-1.673015,1.010393,0.67461,-1.798148,1.473376,1.075026,1.012459,-0.032492,-1.526604,1.491689,-0.07813,-2.046706,1.745653,-0.084217,-0.344268,Cap1
CHL,ARG,-0.803416,-0.804135,-0.802697,-0.803754,-1.539169,-0.589819,-0.958393,-1.32591,-0.828294,-0.829001,-0.827587,-0.827961,-1.093202,-0.236434,-0.368908,-0.501009,Cap1
EGY,SDN,-0.761135,-0.915439,-0.598933,-0.605859,-0.937324,0.145546,0.127677,0.116735,-0.73141,-0.888636,-0.566412,-0.877213,-1.853184,-0.539428,-1.332503,-1.814776,Cap1
THA,KHM,0.440431,-0.846758,1.484381,0.891184,-1.101225,1.156025,0.435594,0.308361,0.138578,-1.034573,1.242359,-0.667383,-1.873307,1.171333,-1.157776,-1.577144,Cap1
USA,CHE,-0.595953,-1.462409,0.504285,0.280724,-1.576083,1.032494,0.752096,0.69526,-0.256102,-1.303964,0.913077,-0.449262,-1.918449,1.142826,-0.526756,-0.833999,Cap1
RUS,LAO,0.158746,-0.967417,1.212348,0.056152,-1.497839,1.137804,-0.283603,-0.548814,0.110032,-0.997391,1.168069,-0.074691,-1.571292,1.100427,-0.429283,-0.716233,Cap1
EGY,ISR,-0.791604,-1.598452,0.336203,-0.542729,-2.052762,0.768174,-0.337913,-0.565068,-0.195934,-1.353186,1.073404,0.762837,-1.481171,1.763695,1.389134,1.325141,Cap1
THA,LAO,0.467959,-0.828511,1.503971,0.561462,-1.232591,1.225105,0.080556,-0.121484,0.150535,-1.02752,1.252905,-0.417009,-1.759802,1.127624,-0.908431,-1.274572,Cap1
KHM,USA,0.247738,-1.076134,1.418796,-0.588806,-1.880807,1.370406,-1.039532,-1.441868,-0.667739,-1.516309,0.447832,0.276356,-1.603612,0.221723,0.006595,-0.037057,Cap1
JOR,SYR,-0.453966,-0.454831,-0.453101,-0.45424,-1.113244,-0.298032,-0.628377,-0.957584,-0.611941,-0.612744,-0.611138,-0.611686,-0.953776,-0.311989,-0.483053,-0.653569,Cap1
CHL,ARG,-0.704438,-0.705201,-0.703674,-0.704724,-1.392609,-0.483472,-0.828225,-1.171929,-0.803356,-0.804075,-0.802637,-0.803085,-1.115894,-0.317857,-0.474214,-0.630124,Cap1
TWN,CHN,0.250981,-0.96516,1.336844,-0.277929,-1.666624,1.261918,-0.703588,-1.05432,0.195743,-0.998713,1.290504,0.237351,-1.458763,1.154986,-0.128191,-0.358216,Cap1
LBY,SDN,0.041511,0.040502,0.042519,0.041382,-0.523147,0.024406,-0.258556,-0.54038,-0.366248,-0.367144,-0.365352,-0.366133,-0.803313,-0.388757,-0.607623,-0.825708,Cap1
ESP,MAR,-0.075527,-1.09963,0.979493,0.721265,-1.22383,1.04564,0.725312,0.663212,-0.560068,-1.363013,0.420427,-0.888164,-2.096759,0.440537,-1.234928,-1.6018,Cap1
IRN,RUS,0.317802,-0.926399,1.392658,-0.197365,-1.612033,1.292752,-0.640088,-0.982905,0.337856,-0.913764,1.408303,-0.148494,-1.5842,1.303568,-0.588448,-0.923666,Cap1
LBY,SDN,0.005683,-0.073705,0.085059,0.054004,-0.269308,0.080487,-0.048369,-0.146171,-0.437841,-0.506496,-0.368405,-0.476002,-1.285668,-0.36966,-0.866843,-1.256429,Cap1
RUS,SWE,-0.03609,-1.124078,1.068428,0.5026,-1.382152,1.095204,0.400339,0.271302,-0.194892,-1.211144,0.904531,-0.50054,-1.875268,0.916653,-0.82048,-1.152542,Cap1
USA,PRK,-0.452257,-1.409454,0.704304,-0.323831,-1.895856,0.936582,-0.334753,-0.577954,0.502691,-0.902251,1.584194,0.305972,-1.416327,1.803957,0.268697,0.011659,Cap1
RUS,SWE,-0.050592,-1.132204,1.054051,0.500866,-1.385232,1.091842,0.412143,0.285628,-0.201552,-1.214707,0.897345,-0.501563,-1.877053,0.914428,-0.815654,-1.146827,Cap1
RUS,NOR,-0.050592,-1.557873,1.505133,0.226899,-1.975187,1.534613,0.047721,-0.160935,0.811624,-1.23338,1.910158,-1.024971,-2.167082,1.913512,-1.488468,-1.95532,Cap1
